# drive_type: ssd
Timestamp,Percentage_Used,Available_Spare,Reallocated_Block_Count,Uncorrectable_Error_Count,Temperature,Power_On_Hours,Label
1783093053.8415005,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093058.9096708,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093063.9773765,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093069.0495644,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093074.1097112,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093079.1783333,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093084.2898757,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093089.3611822,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093094.441283,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093099.5013535,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093104.5889666,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093109.6763308,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783093114.7423892,16.0,100.0,0.0,0.0,42.0,1963.0,0
1783277474.19227,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783277479.2972438,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783277484.3772876,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783277489.4715621,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783277494.552011,16.0,100.0,0.0,0.0,38.0,1966.0,0
1783277499.6307561,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783277504.7256591,16.0,100.0,0.0,0.0,38.0,1966.0,0
1783277509.8102512,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783277514.8873713,16.0,100.0,0.0,0.0,38.0,1966.0,0
1783277519.9495695,16.0,100.0,0.0,0.0,38.0,1966.0,0
1783277525.0077646,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783277530.0629816,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783277535.144489,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783278786.3786075,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783278791.461458,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783278796.5432208,100.0,0.0,9999.0,9999.0,150.0,9999.0,0
1783278801.6293154,100.0,0.0,9999.0,9999.0,150.0,9999.0,0
1783278806.7030382,100.0,0.0,9999.0,9999.0,150.0,9999.0,0
1783278811.7674558,100.0,0.0,9999.0,9999.0,150.0,9999.0,0
1783278816.829543,16.0,100.0,0.0,0.0,38.0,1966.0,0
1783278821.8954704,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783278826.9628918,16.0,100.0,0.0,0.0,39.0,1966.0,0
1783320413.9731047,16.0,100.0,0.0,0.0,52.0,1967.0,0
1783320419.1155438,16.0,100.0,0.0,0.0,52.0,1967.0,0
1783320424.2088854,16.0,100.0,0.0,0.0,52.0,1967.0,0
1783320429.3138883,16.0,100.0,0.0,0.0,53.0,1967.0,0
1783320434.4094784,16.0,100.0,0.0,0.0,52.0,1967.0,0
1783320439.498711,16.0,100.0,0.0,0.0,53.0,1967.0,0
1783329438.2214313,16.0,100.0,0.0,0.0,50.0,1967.0,0
1783329443.3844352,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329448.525112,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329453.6762109,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329458.8399558,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329463.942617,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329469.0496805,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329474.1453142,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329479.2713122,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329484.3611584,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329489.5410492,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329494.740501,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329499.9260566,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329505.0985966,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329510.2168334,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329515.3884628,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329520.56163,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329525.7416887,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329530.9157784,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329536.0965655,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329541.266277,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329546.412257,16.0,100.0,0.0,0.0,51.0,1967.0,0
1783329606.412257,15.994501506737048,99.94072197117337,0.0,0.0,39.76231501195567,1963.0166666666667,0
1783329666.412257,15.974087936902274,100.09690323668232,0.0,0.0,40.509395052001466,1963.0166666666667,0
1783329726.412257,15.919748722154392,100.10372319142631,0.0,0.0,39.428506684261,1963.0166666666667,0
1783329786.412257,16.049783921850448,99.94901650832941,0.0,0.0,40.964151681938176,1963.0166666666667,0
1783329846.412257,16.024614159641438,99.95137228103015,0.0,0.0,38.49805177542785,1963.0166666666667,0
1783329906.412257,15.954454273972214,100.13790630469656,0.0,0.0,39.46962921783541,1963.0166666666667,0
1783329966.412257,15.990914232742298,99.94312529036907,0.0,0.0,37.82725952185895,1963.0166666666667,0
1783330026.412257,15.985915765964021,99.9986921252307,0.0,0.0,39.354035810498964,1963.0166666666667,0
1783330086.412257,15.954075746312007,99.92195813605788,0.0,0.0,40.19943799435937,1963.0166666666667,0
1783330146.412257,15.894721956644386,100.03176837768498,0.0,0.0,38.94066906712571,1963.0166666666667,0
1783330206.412257,15.99685490233355,99.97383071477017,0.0,0.0,40.01677606691247,1963.0166666666667,0
1783330266.412257,16.02295289821081,99.91745621736665,0.0,0.0,38.944224396791526,1963.0166666666667,0
1783330326.412257,16.048037611250443,100.06467701622111,0.0,0.0,39.078312768791484,1963.0166666666667,0
1783330386.412257,16.04590212114776,99.98883036743746,0.0,0.0,39.32766474617828,1963.0166666666667,0
1783330446.412257,16.075487337838794,100.12020254511182,0.0,0.0,39.61645662464283,1963.0166666666667,0
1783330506.412257,15.94385300650114,100.04535447969707,0.0,0.0,40.94046236993032,1963.0166666666667,0
1783330566.412257,15.965086341590705,100.00962067182314,0.0,0.0,41.58792642811774,1963.0166666666667,0
1783330626.412257,15.991458753724835,99.93038810263512,0.0,0.0,41.24425969992452,1963.0166666666667,0
1783330686.412257,16.02608303779458,99.96149560155203,0.0,0.0,40.94652740873221,1963.0166666666667,0
1783330746.412257,15.982181784398795,99.99536069279361,0.0,0.0,40.70721674670155,1963.0166666666667,0
1783330806.412257,16.059056627223576,99.94951219398102,0.0,0.0,42.14888507928088,1963.0166666666667,0
1783330866.412257,16.016585456682254,100.0659805936505,0.0,0.0,43.16892575454377,1963.0166666666667,0
1783330926.412257,15.983027156356005,100.00198673906755,0.0,0.0,43.27737514423259,1963.0166666666667,0
1783330986.412257,15.938937086021436,99.98436701874746,0.0,0.0,43.91446312481856,1963.0166666666667,0
1783331046.412257,16.022437486550665,100.00497229438358,0.0,0.0,42.57897823607627,1963.0166666666667,0
1783331106.412257,16.02584621905702,99.97953392008051,0.0,0.0,41.92508666196352,1963.0166666666667,0
1783331166.412257,15.991414799502934,100.02545128060451,0.0,0.0,44.51084240187924,1963.0166666666667,0
1783331226.412257,16.028908783148342,100.03824112859921,0.0,0.0,44.704571795767315,1963.0166666666667,0
1783331286.412257,16.047129717593453,100.01829386893837,0.0,0.0,45.23385784858925,1963.0166666666667,0
1783331346.412257,16.054066535706262,100.0294361670799,0.0,0.0,45.85998061853934,1963.0166666666667,0
1783331406.412257,15.945813632633236,99.99323835839095,0.0,0.0,46.011131626699814,1963.0166666666667,0
1783331466.412257,16.02343309028581,100.00361469219396,0.0,0.0,46.309160603519594,1963.0166666666667,0
1783331526.412257,15.981060693023784,99.981021849999,0.0,0.0,48.28753445317462,1963.0166666666667,0
1783331586.412257,15.915804181186257,100.06261505438816,0.0,0.0,46.4938735812933,1963.0166666666667,0
1783331646.412257,15.933451156915183,99.97192894277022,0.0,0.0,44.37599640221611,1963.0166666666667,0
1783331706.412257,16.011735243663917,100.00752066392442,0.0,0.0,44.81455641600985,1963.0166666666667,0
1783331766.412257,16.011370778486864,99.98234950829472,0.0,0.0,45.29087785277959,1963.0166666666667,0
1783331826.412257,15.89737053923941,99.87316566919077,0.0,0.0,45.4465008635719,1963.0166666666667,0
1783331886.412257,16.01525748514539,100.01761594640405,0.0,0.0,44.659349789282906,1963.0166666666667,0
1783331946.412257,16.08071917172844,100.01135084137854,0.0,0.0,46.303096819230106,1963.0166666666667,0
1783332006.412257,16.011136264813093,99.98429012993921,0.0,0.0,46.09894660199635,1963.0166666666667,0
1783332066.412257,15.99707348428841,100.04180881333816,0.0,0.0,46.57990601479464,1963.0166666666667,0
1783332126.412257,16.030548305572974,100.10127609842813,0.0,0.0,47.24735338010409,1963.0166666666667,0
1783332186.412257,16.042141298766335,100.03192303295592,0.0,0.0,45.0714432133587,1963.0166666666667,0
1783332246.412257,15.98557653105884,99.96012291941283,0.0,0.0,45.0517795617225,1963.0166666666667,0
1783332306.412257,16.018609703942996,100.00150302658875,0.0,0.0,44.30680887877602,1963.0166666666667,0
1783332366.412257,16.06368174130974,99.94373575909432,0.0,0.0,42.82591394871188,1963.0166666666667,0
1783332426.412257,15.972233489663584,99.9360381646966,0.0,0.0,42.82492009919734,1963.0166666666667,0
1783332486.412257,15.951844244100924,100.00886185258302,0.0,0.0,43.852727941839326,1963.0166666666667,0
1783332546.412257,16.016608606470708,100.0443072160103,0.0,0.0,42.15658170565165,1963.0166666666667,0
1783332606.412257,16.095918318512087,100.01596730345713,0.0,0.0,42.88778897571835,1963.0166666666667,0
1783332666.412257,15.976409702791583,100.00324659902188,0.0,0.0,43.83201289552431,1963.0166666666667,0
1783332726.412257,15.962548038047238,100.02326330133556,0.0,0.0,42.40515424806026,1963.0166666666667,0
1783332786.412257,16.004790740994327,99.96731955184646,0.0,0.0,45.35201562861603,1963.0166666666667,0
1783332846.412257,16.068433529152227,100.00713893476278,0.0,0.0,41.86204346727729,1963.0166666666667,0
1783332906.412257,16.008911168537274,99.93925747843173,0.0,0.0,43.208004664254815,1963.0166666666667,0
1783332966.412257,16.063298523459697,100.0926577203033,0.0,0.0,44.20718923536639,1963.0166666666667,0
1783333026.412257,16.063184543552534,100.0163050234581,0.0,0.0,40.51215483229326,1963.0166666666667,0
1783333086.412257,15.992515470917118,100.03186378646026,0.0,0.0,43.15600935408645,1963.0166666666667,0
1783333146.412257,15.935164374511817,99.93665593325926,0.0,0.0,41.43928156380761,1963.0166666666667,0
1783333206.412257,16.00983605238227,100.07073368122542,0.0,0.0,42.80986884824584,1963.0166666666667,0
1783333266.412257,16.01453790162091,99.95107236536045,0.0,0.0,42.036986586915425,1963.0166666666667,0
1783333326.412257,15.99420516932083,99.95389388778565,0.0,0.0,41.812941876061586,1963.0166666666667,0
1783333386.412257,15.929383250822577,100.01031981087921,0.0,0.0,39.964245797185406,1963.0166666666667,0
1783333446.412257,16.02414441282707,99.9113806907225,0.0,0.0,40.32526201806533,1963.0166666666667,0
1783333506.412257,16.13113315743727,100.02283218166605,0.0,0.0,40.26610491230888,1963.0166666666667,0
1783333566.412257,15.952607843276922,99.96263582248265,0.0,0.0,41.43540830760485,1963.0166666666667,0
1783333626.412257,15.93049182536949,100.02494934271171,0.0,0.0,42.83867752036629,1963.0166666666667,0
1783333686.412257,16.045907539172067,100.03674465437602,0.0,0.0,43.73786489272688,1963.0166666666667,0
1783333746.412257,16.001500454218114,100.0012874189572,0.0,0.0,41.82672413890043,1963.0166666666667,0
1783333806.412257,15.999886950681331,100.03830208620315,0.0,0.0,43.59990481885264,1963.0166666666667,0
1783333866.412257,16.037459393885737,99.97383588871935,0.0,0.0,43.5673637960497,1963.0166666666667,0
1783333926.412257,15.965797565499194,99.96517148069393,0.0,0.0,42.89706359726378,1963.0166666666667,0
1783333986.412257,15.998923776017621,100.01521281874085,0.0,0.0,42.36281806671556,1963.0166666666667,0
1783334046.412257,16.0395736666018,100.01779181149342,0.0,0.0,42.724101991697964,1963.0166666666667,0
1783334106.412257,15.965004763417738,99.97603831014324,0.0,0.0,40.649371241896056,1963.0166666666667,0
1783334166.412257,16.02262505010106,100.02864082701026,0.0,0.0,41.86530268775737,1963.0166666666667,0
1783334226.412257,15.949311063174418,100.1005701538316,0.0,0.0,42.43995471070006,1963.0166666666667,0
1783334286.412257,15.880528315627206,100.03513491214294,0.0,0.0,41.23041772637216,1963.0166666666667,0
1783334346.412257,15.919317079495784,100.03949374909924,0.0,0.0,43.15804592598073,1963.0166666666667,0
1783334406.412257,16.009811781332065,100.08858209868659,0.0,0.0,40.07802278770904,1963.0166666666667,0
1783334466.412257,15.988159492056079,100.07577586437057,0.0,0.0,41.51124470403789,1963.0166666666667,0
1783334526.412257,15.996003998731823,99.99088455488193,0.0,0.0,40.640560302436825,1963.0166666666667,0
1783334586.412257,15.991406503556547,99.9868207591376,0.0,0.0,42.07640023138165,1963.0166666666667,0
1783334646.412257,16.001186437658543,100.01942426184632,0.0,0.0,41.49785970943317,1963.0166666666667,0
1783334706.412257,15.994390588581146,100.05095360543802,0.0,0.0,42.38561631276501,1963.0166666666667,0
1783334766.412257,15.990752068400582,100.01726710918956,0.0,0.0,41.53057988195304,1963.0166666666667,0
1783334826.412257,16.027477716185512,100.12096394010223,0.0,0.0,41.53051032861151,1963.0166666666667,0
1783334886.412257,16.034214175516382,99.97770534887682,0.0,0.0,40.3826049379169,1963.0166666666667,0
1783334946.412257,15.950600000147025,99.97204437871662,0.0,0.0,42.51439377714167,1963.0166666666667,0
1783335006.412257,16.075191244229423,100.0356754938081,0.0,0.0,44.188883342192845,1963.0166666666667,0
1783335066.412257,16.015540042050038,100.00246829047393,0.0,0.0,43.07394708907469,1963.0166666666667,0
1783335126.412257,16.055902962421758,99.93338715269232,0.0,0.0,43.11918719254448,1963.0166666666667,0
1783335186.412257,16.018560965692313,100.0877974647143,0.0,0.0,42.701018517851914,1963.0166666666667,0
1783335246.412257,16.013073723187226,99.97177997960902,0.0,0.0,42.32377678002797,1963.0166666666667,0
1783335306.412257,16.03114769817017,100.04588023722758,0.0,0.0,39.06440615399945,1963.0166666666667,0
1783335366.412257,16.00741556724783,99.9715693353854,0.0,0.0,40.97405633900728,1963.0166666666667,0
1783335426.412257,15.982508484550545,100.00688458687765,0.0,0.0,40.61982481627281,1963.0166666666667,0
1783335486.412257,16.021907537535963,99.94126505982811,0.0,0.0,42.72119953651569,1963.0166666666667,0
1783335546.412257,15.950430314545887,99.96768853475083,0.0,0.0,39.50515326637846,1966.0166666666667,0
1783335606.412257,15.965904893315033,100.00940751701742,0.0,0.0,41.355841095224484,1966.0166666666667,0
1783335666.412257,16.043941663908917,100.04323025222529,0.0,0.0,39.76349607867431,1966.0166666666667,0
1783335726.412257,16.021012867938218,100.0064435877287,0.0,0.0,40.935201683478994,1966.0166666666667,0
1783335786.412257,15.954565281365582,99.99369436823399,0.0,0.0,38.22270964273419,1966.0166666666667,0
1783335846.412257,15.98589629335198,99.93690959754906,0.0,0.0,39.10979200617176,1966.0166666666667,0
1783335906.412257,16.07956028381268,100.00754997152322,0.0,0.0,38.278742644666714,1966.0166666666667,0
1783335966.412257,16.033651150082715,99.96028070782906,0.0,0.0,39.459910340054314,1966.0166666666667,0
1783336026.412257,16.01395138056319,99.96039088198069,0.0,0.0,38.259957616256564,1966.0166666666667,0
1783336086.412257,15.986963383833483,99.9876995683513,0.0,0.0,38.1623741039837,1966.0166666666667,0
1783336146.412257,16.107986587051037,99.95240154812102,0.0,0.0,37.97250172267252,1966.0166666666667,0
1783336206.412257,15.984889550944688,99.97817232462376,0.0,0.0,40.233819914214465,1966.0166666666667,0
1783336266.412257,15.995653964045212,100.01909620061215,0.0,0.0,39.9783597811695,1966.0166666666667,0
1783336326.412257,16.010449151503266,99.97131790927189,0.0,0.0,38.869958900807205,1966.0166666666667,0
1783336386.412257,16.051671576042256,99.95829679680935,0.0,0.0,38.29921273544997,1966.0166666666667,0
1783336446.412257,100.06030687540802,0.0,9999.0,9999.0,150.5456824558587,9999.016666666666,0
1783336506.412257,100.02164959372652,0.0,9999.0,9999.0,149.1100180421557,9999.016666666666,0
1783336566.412257,100.0340622789787,0.0,9999.0,9999.0,150.4906666648632,9999.016666666666,0
1783336626.412257,99.97855534975146,0.048001968496291604,9999.0,9999.0,151.81039528167562,9999.016666666666,0
1783336686.412257,16.05974057456038,100.00489025950057,0.0,0.0,39.11043336638589,1966.0166666666667,0
1783336746.412257,16.065109419416643,100.02175109099875,0.0,0.0,41.43688616992018,1966.0166666666667,0
1783336806.412257,15.956378309732692,100.09162209733472,0.0,0.0,38.73170696483996,1966.0166666666667,0
1783336866.412257,15.936576416965787,99.97192007433762,0.0,0.0,50.21345761369814,1967.0166666666667,0
1783336926.412257,16.121295582938256,99.90759524563654,0.0,0.0,51.880652347111436,1967.0166666666667,0
1783336986.412257,15.972404215603202,100.03446071128928,0.0,0.0,52.20960127406465,1967.0166666666667,0
1783337046.412257,16.055506919995604,99.98599179763077,0.0,0.0,53.78362075123483,1967.0166666666667,0
1783337106.412257,16.07668499657163,99.97786906574176,0.0,0.0,52.32272593612083,1967.0166666666667,0
1783337166.412257,15.856752031747174,99.93193502331627,0.0,0.0,54.568191371345044,1967.0166666666667,0
1783337226.412257,16.003156754055958,99.9801563165562,0.0,0.0,49.32109797904537,1967.0166666666667,0
1783337286.412257,15.98656193513552,99.96923119273339,0.0,0.0,52.348804442085395,1967.0166666666667,0
1783337346.412257,15.979861517027343,100.02624976329191,0.0,0.0,51.48655748929141,1967.0166666666667,0
1783337406.412257,15.942905992034884,100.04651037398095,0.0,0.0,50.92294506977215,1967.0166666666667,0
1783337466.412257,16.0894959916873,100.00232096564828,0.0,0.0,51.99054731248541,1967.0166666666667,0
1783337526.412257,16.049491004559844,100.04794710993565,0.0,0.0,49.585781457431764,1967.0166666666667,0
1783337586.412257,16.072259823644483,99.984094253694,0.0,0.0,50.38385292811067,1967.0166666666667,0
1783337646.412257,15.942402120353293,99.88457647319005,0.0,0.0,51.32715056067721,1967.0166666666667,0
1783337706.412257,16.052004259561762,99.99078738926701,0.0,0.0,50.91144675891962,1967.0166666666667,0
1783337766.412257,15.996879876549725,100.01664594960823,0.0,0.0,51.84779149380792,1967.0166666666667,0
1783337826.412257,16.03850909085738,99.9871897359355,0.0,0.0,51.48269618814738,1967.0166666666667,0
1783337886.412257,15.996040464625176,100.04905514518961,0.0,0.0,51.683140631000725,1967.0166666666667,0
1783337946.412257,16.038534563818594,100.04845319779673,0.0,0.0,51.61171602579578,1967.0166666666667,0
1783338006.412257,15.982802272770382,100.08142497525289,0.0,0.0,49.088726039267435,1967.0166666666667,0
1783338066.412257,15.993753954993617,99.97286258689421,0.0,0.0,50.70791268139322,1967.0166666666667,0
1783338126.412257,16.069015565302674,100.1558571629412,0.0,0.0,50.15211048087097,1967.0166666666667,0
1783338186.412257,15.97376478994092,99.9287345482069,0.0,0.0,50.74595176292163,1967.0166666666667,0
1783338246.412257,16.039050018140756,100.02866620244042,0.0,0.0,50.40639610528174,1967.0166666666667,0
1783338306.412257,16.072496838020893,100.09390146808053,0.0,0.0,51.909893209923354,1967.0166666666667,0
1783338366.412257,16.028417663819255,100.11126826940604,0.0,0.0,51.93776941828799,1967.0166666666667,0
1783338426.412257,16.075734433605053,99.97312568579532,0.0,0.0,50.95345470481061,1967.0166666666667,0
1783338486.412257,16.123239015402376,99.93986051968042,0.0,0.0,49.47070572609039,1967.0166666666667,0
1783338546.412257,15.950469139145595,100.10463848736744,0.0,0.0,40.70987373174256,1963.0166666666667,0
1783338606.412257,15.98480461533721,99.98962284006367,0.0,0.0,38.36948248891926,1963.0166666666667,0
1783338666.412257,15.98709212829209,100.01371005483814,0.0,0.0,41.00809692649201,1963.0166666666667,0
1783338726.412257,15.993958330177978,100.01678750079677,0.0,0.0,39.57938674355317,1963.0166666666667,0
1783338786.412257,16.02599824003982,99.99514519048307,0.0,0.0,39.84407023856763,1963.0166666666667,0
1783338846.412257,16.038094037766225,100.00095134587545,0.0,0.0,38.69874129979214,1963.0166666666667,0
1783338906.412257,15.968517135407492,99.90376069078019,0.0,0.0,37.08498296759159,1963.0166666666667,0
1783338966.412257,16.121704487512552,99.9695767049112,0.0,0.0,38.91088274085649,1963.0166666666667,0
1783339026.412257,16.01746687686029,99.95820851293752,0.0,0.0,39.000318318229965,1963.0166666666667,0
1783339086.412257,15.944183123028191,99.982517640789,0.0,0.0,41.26790852478651,1963.0166666666667,0
1783339146.412257,15.933177378516795,100.01873675732304,0.0,0.0,40.07112751531021,1963.0166666666667,0
1783339206.412257,16.011143535899773,100.05637560035596,0.0,0.0,38.89822006968878,1963.0166666666667,0
1783339266.412257,15.96449922052363,100.0166831163992,0.0,0.0,41.0180649285576,1963.0166666666667,0
1783339326.412257,16.014125155339798,99.98448024439516,0.0,0.0,41.67486021565091,1963.0166666666667,0
1783339386.412257,15.95413119582322,100.0818296015562,0.0,0.0,38.85971652647297,1963.0166666666667,0
1783339446.412257,16.109216998627716,99.95659364344327,0.0,0.0,41.35801108336716,1963.0166666666667,0
1783339506.412257,15.975541580437852,100.10086795371669,0.0,0.0,41.750791579222195,1963.0166666666667,0
1783339566.412257,16.028497190889603,100.12005360467386,0.0,0.0,40.72949367325433,1963.0166666666667,0
